gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300656,2024-01-28,regular,1610612741,CHI,POR,CHI,48.0,104.0,42.0,90.0,46.7,8.0,32.0,25.0,12.0,17.0,70.6,5.0,35.0,40.0,27.0,5.0,7.0,10.0,19.0,8.0,1.0,2024
22300656,2024-01-28,regular,1610612757,POR,POR,CHI,48.0,96.0,32.0,79.0,40.5,6.0,33.0,18.2,26.0,29.0,89.7,7.0,41.0,48.0,22.0,14.0,2.0,5.0,21.0,-8.0,0.0,2024
22300657,2024-01-29,regular,1610612766,CHA,CHA,NYK,48.0,92.0,37.0,81.0,45.7,11.0,32.0,34.4,7.0,14.0,50.0,9.0,32.0,41.0,23.0,14.0,4.0,6.0,14.0,-21.0,0.0,2024
22300657,2024-01-29,regular,1610612752,NYK,CHA,NYK,48.0,113.0,44.0,84.0,52.4,12.0,37.0,32.4,13.0,16.0,81.3,7.0,35.0,42.0,25.0,9.0,5.0,3.0,16.0,21.0,1.0,2024
22300658,2024-01-29,regular,1610612739,CLE,CLE,LAC,48.0,118.0,42.0,86.0,48.8,13.0,40.0,32.5,21.0,26.0,80.8,11.0,35.0,46.0,28.0,13.0,6.0,3.0,18.0,10.0,1.0,2024
22300658,2024-01-29,regular,1610612746,LAC,CLE,LAC,48.0,108.0,38.0,80.0,47.5,11.0,34.0,32.4,21.0,28.0,75.0,6.0,31.0,37.0,28.0,13.0,8.0,3.0,21.0,-10.0,0.0,2024
22300659,2024-01-29,regular,1610612738,BOS,BOS,NOP,48.0,118.0,43.0,85.0,50.6,17.0,46.0,37.0,15.0,20.0,75.0,6.0,34.0,40.0,27.0,11.0,7.0,5.0,15.0,6.0,1.0,2024
22300659,2024-01-29,regular,1610612740,NOP,BOS,NOP,48.0,112.0,46.0,91.0,50.5,10.0,35.0,28.6,10.0,13.0,76.9,9.0,31.0,40.0,21.0,12.0,7.0,6.0,14.0,-6.0,0.0,2024
22300660,2024-01-29,regular,1610612751,BKN,BKN,UTA,48.0,147.0,54.0,105.0,51.4,21.0,45.0,46.7,18.0,19.0,94.7,16.0,34.0,50.0,41.0,9.0,12.0,9.0,24.0,33.0,1.0,2024
22300660,2024-01-29,regular,1610612762,UTA,BKN,UTA,48.0,114.0,39.0,86.0,45.3,9.0,27.0,33.3,27.0,34.0,79.4,12.0,32.0,44.0,23.0,17.0,3.0,7.0,14.0,-33.0,0.0,2024
22300661,2024-01-29,regular,1610612748,MIA,MIA,PHX,48.0,105.0,33.0,84.0,39.3,14.0,36.0,38.9,25.0,25.0,100.0,8.0,36.0,44.0,20.0,13.0,5.0,5.0,18.0,-13.0,0.0,2024
22300661,2024-01-29,regular,1610612756,PHX,MIA,PHX,48.0,118.0,46.0,94.0,48.9,14.0,40.0,35.0,12.0,17.0,70.6,10.0,37.0,47.0,30.0,8.0,8.0,8.0,16.0,13.0,1.0,2024
22300662,2024-01-29,regular,1610612745,HOU,HOU,LAL,48.0,135.0,52.0,98.0,53.1,12.0,36.0,33.3,19.0,25.0,76.0,14.0,42.0,56.0,36.0,15.0,10.0,2.0,19.0,16.0,1.0,2024
22300662,2024-01-29,regular,1610612747,LAL,HOU,LAL,48.0,119.0,45.0,91.0,49.5,13.0,35.0,37.1,16.0,26.0,61.5,4.0,31.0,35.0,26.0,12.0,10.0,6.0,13.0,-16.0,0.0,2024
22300663,2024-01-29,regular,1610612763,MEM,MEM,SAC,48.0,94.0,30.0,80.0,37.5,13.0,36.0,36.1,21.0,28.0,75.0,9.0,28.0,37.0,22.0,14.0,11.0,1.0,16.0,-9.0,0.0,2024
22300663,2024-01-29,regular,1610612758,SAC,MEM,SAC,48.0,103.0,43.0,84.0,51.2,11.0,38.0,28.9,6.0,10.0,60.0,11.0,40.0,51.0,24.0,19.0,10.0,1.0,17.0,9.0,1.0,2024
22300664,2024-01-29,regular,1610612750,MIN,OKC,MIN,48.0,107.0,40.0,83.0,48.2,14.0,29.0,48.3,13.0,15.0,86.7,9.0,36.0,45.0,21.0,13.0,7.0,2.0,19.0,6.0,1.0,2024
22300664,2024-01-29,regular,1610612760,OKC,OKC,MIN,48.0,101.0,35.0,79.0,44.3,14.0,35.0,40.0,17.0,22.0,77.3,8.0,30.0,38.0,21.0,12.0,5.0,7.0,17.0,-6.0,0.0,2024
22300665,2024-01-29,regular,1610612759,SAS,SAS,WAS,48.0,113.0,43.0,92.0,46.7,12.0,30.0,40.0,15.0,17.0,88.2,10.0,26.0,36.0,31.0,15.0,10.0,7.0,17.0,-5.0,0.0,2024
22300665,2024-01-29,regular,1610612764,WAS,SAS,WAS,48.0,118.0,46.0,86.0,53.5,9.0,25.0,36.0,17.0,24.0,70.8,14.0,31.0,45.0,32.0,19.0,9.0,8.0,15.0,5.0,1.0,2024
22300666,2024-01-29,regular,1610612742,DAL,DAL,ORL,48.0,131.0,43.0,69.0,62.3,13.0,27.0,48.1,32.0,43.0,74.4,3.0,32.0,35.0,27.0,15.0,6.0,2.0,24.0,2.0,1.0,2024
22300666,2024-01-29,regular,1610612753,ORL,DAL,ORL,48.0,129.0,45.0,88.0,51.1,18.0,38.0,47.4,21.0,28.0,75.0,12.0,23.0,35.0,27.0,12.0,7.0,1.0,33.0,-2.0,0.0,2024
22300667,2024-01-29,regular,1610612743,DEN,DEN,MIL,48.0,113.0,44.0,91.0,48.4,4.0,18.0,22.2,21.0,24.0,87.5,9.0,38.0,47.0,29.0,8.0,7.0,4.0,22.0,6.0,1.0,2024
22300667,2024-01-29,regular,1610612749,MIL,DEN,MIL,48.0,107.0,36.0,84.0,42.9,16.0,40.0,40.0,19.0,25.0,76.0,7.0,33.0,40.0,24.0,13.0,3.0,7.0,22.0,-6.0,0.0,2024
22300668,2024-01-29,regular,1610612755,PHI,POR,PHI,48.0,104.0,37.0,83.0,44.6,5.0,29.0,17.2,25.0,28.0,89.3,12.0,22.0,34.0,17.0,17.0,6.0,5.0,25.0,-26.0,0.0,2024
22300668,2024-01-29,regular,1610612757,POR,POR,PHI,48.0,130.0,46.0,84.0,54.8,12.0,28.0,42.9,26.0,29.0,89.7,11.0,28.0,39.0,29.0,13.0,7.0,5.0,24.0,26.0,1.0,2024
22300669,2024-01-30,regular,1610612737,ATL,ATL,LAL,48.0,138.0,53.0,101.0,52.5,16.0,38.0,42.1,16.0,18.0,88.9,12.0,34.0,46.0,32.0,12.0,10.0,2.0,18.0,16.0,1.0,2024
22300669,2024-01-30,regular,1610612747,LAL,ATL,LAL,48.0,122.0,48.0,90.0,53.3,12.0,33.0,36.4,14.0,25.0,56.0,7.0,30.0,37.0,28.0,14.0,12.0,3.0,16.0,-16.0,0.0,2024
22300670,2024-01-30,regular,1610612738,BOS,BOS,IND,48.0,129.0,47.0,87.0,54.0,17.0,36.0,47.2,18.0,22.0,81.8,7.0,33.0,40.0,25.0,12.0,6.0,9.0,16.0,5.0,1.0,2024
22300670,2024-01-30,regular,1610612754,IND,BOS,IND,48.0,124.0,50.0,108.0,46.3,12.0,39.0,30.8,12.0,15.0,80.0,19.0,31.0,50.0,33.0,8.0,4.0,2.0,21.0,-5.0,0.0,2024
22300671,2024-01-30,regular,1610612752,NYK,NYK,UTA,48.0,118.0,44.0,94.0,46.8,13.0,34.0,38.2,17.0,18.0,94.4,14.0,31.0,45.0,29.0,6.0,9.0,7.0,16.0,15.0,1.0,2024
22300671,2024-01-30,regular,1610612762,UTA,NYK,UTA,48.0,103.0,39.0,86.0,45.3,12.0,36.0,33.3,13.0,17.0,76.5,15.0,28.0,43.0,23.0,15.0,3.0,5.0,16.0,-15.0,0.0,2024
22300672,2024-01-30,regular,1610612741,CHI,CHI,TOR,48.0,107.0,38.0,75.0,50.7,11.0,32.0,34.4,20.0,27.0,74.1,6.0,27.0,33.0,21.0,20.0,9.0,9.0,16.0,-11.0,0.0,2024
22300672,2024-01-30,regular,1610612761,TOR,CHI,TOR,48.0,118.0,43.0,83.0,51.8,14.0,29.0,48.3,18.0,20.0,90.0,9.0,29.0,38.0,34.0,20.0,10.0,4.0,20.0,11.0,1.0,2024
22300673,2024-01-30,regular,1610612744,GSW,GSW,PHI,48.0,119.0,44.0,79.0,55.7,14.0,32.0,43.8,17.0,19.0,89.5,8.0,34.0,42.0,32.0,18.0,6.0,6.0,20.0,12.0,1.0,2024
22300673,2024-01-30,regular,1610612755,PHI,GSW,PHI,48.0,107.0,39.0,85.0,45.9,13.0,30.0,43.3,16.0,21.0,76.2,13.0,26.0,39.0,11.0,16.0,14.0,2.0,24.0,-12.0,0.0,2024
22300674,2024-01-31,regular,1610612766,CHA,CHA,CHI,48.0,110.0,40.0,90.0,44.4,16.0,46.0,34.8,14.0,17.0,82.4,9.0,31.0,40.0,25.0,10.0,4.0,6.0,18.0,-7.0,0.0,2024
22300674,2024-01-31,regular,1610612741,CHI,CHA,CHI,48.0,117.0,45.0,87.0,51.7,11.0,29.0,37.9,16.0,22.0,72.7,11.0,33.0,44.0,28.0,10.0,4.0,7.0,13.0,7.0,1.0,2024
22300675,2024-01-31,regular,1610612739,CLE,CLE,DET,48.0,128.0,47.0,89.0,52.8,12.0,35.0,34.3,22.0,23.0,95.7,10.0,23.0,33.0,26.0,9.0,13.0,5.0,15.0,7.0,1.0,2024
22300675,2024-01-31,regular,1610612765,DET,CLE,DET,48.0,121.0,45.0,81.0,55.6,16.0,31.0,51.6,15.0,19.0,78.9,7.0,28.0,35.0,27.0,19.0,8.0,3.0,17.0,-7.0,0.0,2024
22300676,2024-01-31,regular,1610612746,LAC,WAS,LAC,48.0,125.0,47.0,100.0,47.0,12.0,30.0,40.0,19.0,22.0,86.4,18.0,34.0,52.0,25.0,8.0,9.0,7.0,16.0,16.0,1.0,2024
22300676,2024-01-31,regular,1610612764,WAS,WAS,LAC,48.0,109.0,45.0,97.0,46.4,9.0,29.0,31.0,10.0,15.0,66.7,12.0,33.0,45.0,19.0,13.0,4.0,10.0,19.0,-16.0,0.0,2024
22300677,2024-01-31,regular,1610612751,BKN,BKN,PHX,48.0,120.0,47.0,94.0,50.0,16.0,39.0,41.0,10.0,13.0,76.9,8.0,19.0,27.0,28.0,11.0,11.0,1.0,24.0,-16.0,0.0,2024
22300677,2024-01-31,regular,1610612756,PHX,BKN,PHX,48.0,136.0,49.0,79.0,62.0,14.0,28.0,50.0,24.0,32.0,75.0,9.0,33.0,42.0,35.0,16.0,5.0,6.0,12.0,16.0,1.0,2024
22300678,2024-01-31,regular,1610612748,MIA,MIA,SAC,48.0,115.0,42.0,84.0,50.0,13.0,28.0,46.4,18.0,23.0,78.3,7.0,42.0,49.0,38.0,10.0,3.0,2.0,16.0,9.0,1.0,2024
22300678,2024-01-31,regular,1610612758,SAC,MIA,SAC,48.0,106.0,41.0,93.0,44.1,12.0,40.0,30.0,12.0,18.0,66.7,12.0,32.0,44.0,26.0,9.0,6.0,3.0,17.0,-9.0,0.0,2024
22300679,2024-01-31,regular,1610612745,HOU,HOU,NOP,48.0,99.0,35.0,87.0,40.2,13.0,44.0,29.5,16.0,17.0,94.1,5.0,24.0,29.0,19.0,5.0,11.0,2.0,21.0,-11.0,0.0,2024
22300679,2024-01-31,regular,1610612740,NOP,HOU,NOP,48.0,110.0,41.0,82.0,50.0,11.0,34.0,32.4,17.0,24.0,70.8,12.0,44.0,56.0,20.0,16.0,3.0,6.0,22.0,11.0,1.0,2024
22300680,2024-01-31,regular,1610612742,DAL,MIN,DAL,48.0,87.0,31.0,76.0,40.8,6.0,29.0,20.7,19.0,26.0,73.1,9.0,22.0,31.0,18.0,17.0,4.0,4.0,24.0,-34.0,0.0,2024
22300680,2024-01-31,regular,1610612750,MIN,MIN,DAL,48.0,121.0,45.0,80.0,56.3,13.0,30.0,43.3,18.0,30.0,60.0,9.0,36.0,45.0,31.0,10.0,6.0,4.0,24.0,34.0,1.0,2024
22300681,2024-01-31,regular,1610612753,ORL,SAS,ORL,48.0,108.0,41.0,86.0,47.7,7.0,20.0,35.0,19.0,23.0,82.6,12.0,33.0,45.0,29.0,16.0,10.0,5.0,20.0,10.0,1.0,2024
22300681,2024-01-31,regular,1610612759,SAS,SAS,ORL,48.0,98.0,36.0,80.0,45.0,9.0,31.0,29.0,17.0,24.0,70.8,7.0,34.0,41.0,24.0,19.0,9.0,9.0,20.0,-10.0,0.0,2024
22300682,2024-01-31,regular,1610612743,DEN,OKC,DEN,48.0,100.0,37.0,93.0,39.8,15.0,37.0,40.5,11.0,16.0,68.8,12.0,35.0,47.0,21.0,10.0,7.0,9.0,23.0,-5.0,0.0,2024
22300682,2024-01-31,regular,1610612760,OKC,OKC,DEN,48.0,105.0,37.0,87.0,42.5,11.0,26.0,42.3,20.0,25.0,80.0,15.0,38.0,53.0,24.0,13.0,2.0,9.0,14.0,5.0,1.0,2024
22300683,2024-01-31,regular,1610612749,MIL,POR,MIL,48.0,116.0,45.0,92.0,48.9,13.0,45.0,28.9,13.0,18.0,72.2,10.0,29.0,39.0,27.0,13.0,7.0,5.0,17.0,-3.0,0.0,2024
22300683,2024-01-31,regular,1610612757,POR,POR,MIL,48.0,119.0,49.0,92.0,53.3,12.0,28.0,42.9,9.0,9.0,100.0,9.0,30.0,39.0,26.0,11.0,9.0,1.0,20.0,3.0,1.0,2024
22300684,2024-02-01,regular,1610612738,BOS,BOS,LAL,48.0,105.0,41.0,97.0,42.3,16.0,48.0,33.3,7.0,7.0,100.0,14.0,40.0,54.0,30.0,15.0,4.0,12.0,19.0,-9.0,0.0,2024
22300684,2024-02-01,regular,1610612747,LAL,BOS,LAL,48.0,114.0,38.0,94.0,40.4,19.0,36.0,52.8,19.0,26.0,73.1,15.0,37.0,52.0,30.0,7.0,11.0,2.0,8.0,9.0,1.0,2024
22300685,2024-02-01,regular,1610612754,IND,NYK,IND,48.0,105.0,42.0,93.0,45.2,13.0,33.0,39.4,8.0,13.0,61.5,9.0,35.0,44.0,21.0,13.0,9.0,9.0,25.0,-4.0,0.0,2024
22300685,2024-02-01,regular,1610612752,NYK,NYK,IND,48.0,109.0,41.0,103.0,39.8,8.0,38.0,21.1,19.0,25.0,76.0,24.0,36.0,60.0,15.0,10.0,8.0,7.0,14.0,4.0,1.0,2024
22300686,2024-02-01,regular,1610612755,PHI,UTA,PHI,48.0,127.0,47.0,94.0,50.0,14.0,32.0,43.8,19.0,21.0,90.5,10.0,30.0,40.0,27.0,5.0,6.0,11.0,22.0,3.0,1.0,2024
22300686,2024-02-01,regular,1610612762,UTA,UTA,PHI,48.0,124.0,45.0,87.0,51.7,12.0,36.0,33.3,22.0,25.0,88.0,10.0,33.0,43.0,36.0,11.0,3.0,9.0,15.0,-3.0,0.0,2024
22300687,2024-02-01,regular,1610612739,CLE,MEM,CLE,48.0,108.0,41.0,86.0,47.7,14.0,35.0,40.0,12.0,18.0,66.7,10.0,38.0,48.0,26.0,14.0,6.0,8.0,16.0,7.0,1.0,2024
22300687,2024-02-01,regular,1610612763,MEM,MEM,CLE,48.0,101.0,37.0,90.0,41.1,12.0,38.0,31.6,15.0,17.0,88.2,7.0,36.0,43.0,25.0,13.0,9.0,12.0,19.0,-7.0,0.0,2024
22300688,2024-02-02,regular,1610612765,DET,DET,LAC,48.0,125.0,45.0,89.0,50.6,17.0,40.0,42.5,18.0,24.0,75.0,13.0,25.0,38.0,28.0,17.0,5.0,3.0,18.0,-11.0,0.0,2024
22300688,2024-02-02,regular,1610612746,LAC,DET,LAC,48.0,136.0,53.0,89.0,59.6,14.0,29.0,48.3,16.0,19.0,84.2,7.0,29.0,36.0,31.0,11.0,12.0,5.0,21.0,11.0,1.0,2024
22300689,2024-02-02,regular,1610612748,MIA,WAS,MIA,48.0,110.0,38.0,88.0,43.2,7.0,31.0,22.6,27.0,35.0,77.1,14.0,45.0,59.0,24.0,12.0,4.0,1.0,18.0,8.0,1.0,2024
22300689,2024-02-02,regular,1610612764,WAS,WAS,MIA,48.0,102.0,37.0,90.0,41.1,11.0,42.0,26.2,17.0,21.0,81.0,6.0,37.0,43.0,28.0,9.0,5.0,4.0,25.0,-8.0,0.0,2024
22300690,2024-02-02,regular,1610612737,ATL,ATL,PHX,48.0,129.0,49.0,95.0,51.6,17.0,44.0,38.6,14.0,18.0,77.8,12.0,31.0,43.0,29.0,10.0,7.0,4.0,13.0,9.0,1.0,2024
22300690,2024-02-02,regular,1610612756,PHX,ATL,PHX,48.0,120.0,47.0,88.0,53.4,14.0,37.0,37.8,12.0,14.0,85.7,8.0,30.0,38.0,31.0,17.0,6.0,5.0,17.0,-9.0,0.0,2024
22300691,2024-02-02,regular,1610612754,IND,IND,SAC,48.0,122.0,46.0,85.0,54.1,10.0,29.0,34.5,20.0,24.0,83.3,8.0,31.0,39.0,23.0,22.0,13.0,3.0,20.0,-11.0,0.0,2024
22300691,2024-02-02,regular,1610612758,SAC,IND,SAC,48.0,133.0,51.0,90.0,56.7,13.0,34.0,38.2,18.0,28.0,64.3,9.0,29.0,38.0,26.0,17.0,15.0,3.0,17.0,11.0,1.0,2024
22300692,2024-02-02,regular,1610612745,HOU,HOU,TOR,48.0,135.0,55.0,93.0,59.1,11.0,31.0,35.5,14.0,17.0,82.4,7.0,42.0,49.0,30.0,15.0,9.0,3.0,20.0,29.0,1.0,2024
22300692,2024-02-02,regular,1610612761,TOR,HOU,TOR,48.0,106.0,40.0,91.0,44.0,11.0,33.0,33.3,15.0,20.0,75.0,8.0,29.0,37.0,17.0,14.0,11.0,5.0,18.0,-29.0,0.0,2024
22300693,2024-02-02,regular,1610612744,GSW,MEM,GSW,48.0,121.0,46.0,83.0,55.4,11.0,29.0,37.9,18.0,22.0,81.8,6.0,40.0,46.0,32.0,14.0,7.0,8.0,17.0,20.0,1.0,2024
22300693,2024-02-02,regular,1610612763,MEM,MEM,GSW,48.0,101.0,35.0,87.0,40.2,14.0,46.0,30.4,17.0,24.0,70.8,9.0,28.0,37.0,30.0,14.0,7.0,4.0,20.0,-20.0,0.0,2024
22300694,2024-02-02,regular,1610612750,MIN,MIN,ORL,48.0,106.0,38.0,82.0,46.3,12.0,38.0,31.6,18.0,20.0,90.0,6.0,32.0,38.0,24.0,17.0,8.0,5.0,20.0,-2.0,0.0,2024
22300694,2024-02-02,regular,1610612753,ORL,MIN,ORL,48.0,108.0,39.0,85.0,45.9,9.0,25.0,36.0,21.0,26.0,80.8,10.0,32.0,42.0,24.0,15.0,11.0,4.0,17.0,2.0,1.0,2024
22300695,2024-02-02,regular,1610612766,CHA,OKC,CHA,48.0,106.0,41.0,92.0,44.6,14.0,31.0,45.2,10.0,14.0,71.4,7.0,28.0,35.0,22.0,14.0,12.0,4.0,21.0,-20.0,0.0,2024
22300695,2024-02-02,regular,1610612760,OKC,OKC,CHA,48.0,126.0,44.0,75.0,58.7,17.0,36.0,47.2,21.0,27.0,77.8,3.0,41.0,44.0,31.0,19.0,10.0,10.0,17.0,20.0,1.0,2024
22300696,2024-02-02,regular,1610612740,NOP,SAS,NOP,48.0,114.0,46.0,95.0,48.4,7.0,26.0,26.9,15.0,21.0,71.4,13.0,26.0,39.0,29.0,9.0,14.0,3.0,17.0,1.0,1.0,2024
22300696,2024-02-02,regular,1610612759,SAS,SAS,NOP,48.0,113.0,46.0,96.0,47.9,10.0,39.0,25.6,11.0,18.0,61.1,18.0,37.0,55.0,35.0,18.0,6.0,10.0,16.0,-1.0,0.0,2024
22300697,2024-02-02,regular,1610612743,DEN,DEN,POR,48.0,120.0,46.0,91.0,50.5,12.0,36.0,33.3,16.0,17.0,94.1,16.0,32.0,48.0,34.0,12.0,3.0,6.0,20.0,12.0,1.0,2024
22300697,2024-02-02,regular,1610612757,POR,DEN,POR,48.0,108.0,37.0,80.0,46.3,10.0,28.0,35.7,24.0,30.0,80.0,13.0,24.0,37.0,14.0,10.0,7.0,4.0,16.0,-12.0,0.0,2024
22300698,2024-02-03,regular,1610612751,BKN,PHI,BKN,48.0,136.0,49.0,95.0,51.6,20.0,51.0,39.2,18.0,23.0,78.3,13.0,40.0,53.0,35.0,12.0,3.0,5.0,20.0,15.0,1.0,2024
22300698,2024-02-03,regular,1610612755,PHI,PHI,BKN,48.0,121.0,44.0,96.0,45.8,12.0,29.0,41.4,21.0,27.0,77.8,11.0,33.0,44.0,26.0,5.0,7.0,1.0,17.0,-15.0,0.0,2024
22300699,2024-02-03,regular,1610612737,ATL,ATL,GSW,53.0,141.0,55.0,114.0,48.2,14.0,43.0,32.6,17.0,22.0,77.3,16.0,41.0,57.0,27.0,8.0,5.0,4.0,20.0,7.0,1.0,2024
22300699,2024-02-03,regular,1610612744,GSW,ATL,GSW,53.0,134.0,50.0,112.0,44.6,18.0,56.0,32.1,16.0,20.0,80.0,14.0,43.0,57.0,26.0,14.0,4.0,7.0,23.0,-7.0,0.0,2024
22300700,2024-02-03,regular,1610612741,CHI,CHI,SAC,48.0,115.0,42.0,91.0,46.2,11.0,34.0,32.4,20.0,22.0,90.9,11.0,36.0,47.0,24.0,16.0,13.0,3.0,20.0,-8.0,0.0,2024
22300700,2024-02-03,regular,1610612758,SAC,CHI,SAC,48.0,123.0,42.0,84.0,50.0,15.0,39.0,38.5,24.0,29.0,82.8,4.0,36.0,40.0,33.0,17.0,12.0,1.0,18.0,8.0,1.0,2024
22300701,2024-02-03,regular,1610612747,LAL,NYK,LAL,48.0,113.0,39.0,80.0,48.8,12.0,31.0,38.7,23.0,27.0,85.2,3.0,35.0,38.0,28.0,5.0,4.0,11.0,16.0,8.0,1.0,2024
22300701,2024-02-03,regular,1610612752,NYK,NYK,LAL,48.0,105.0,41.0,100.0,41.0,10.0,35.0,28.6,13.0,15.0,86.7,18.0,33.0,51.0,21.0,7.0,1.0,4.0,20.0,-8.0,0.0,2024
22300702,2024-02-03,regular,1610612742,DAL,DAL,MIL,48.0,117.0,40.0,81.0,49.4,16.0,39.0,41.0,21.0,23.0,91.3,8.0,34.0,42.0,22.0,21.0,9.0,1.0,19.0,-12.0,0.0,2024
22300702,2024-02-03,regular,1610612749,MIL,DAL,MIL,48.0,129.0,50.0,88.0,56.8,12.0,30.0,40.0,17.0,25.0,68.0,5.0,31.0,36.0,34.0,12.0,13.0,2.0,21.0,12.0,1.0,2024
22300703,2024-02-03,regular,1610612739,CLE,SAS,CLE,48.0,117.0,46.0,97.0,47.4,13.0,44.0,29.5,12.0,13.0,92.3,10.0,41.0,51.0,31.0,10.0,6.0,4.0,19.0,16.0,1.0,2024
22300703,2024-02-03,regular,1610612759,SAS,SAS,CLE,48.0,101.0,36.0,98.0,36.7,12.0,40.0,30.0,17.0,21.0,81.0,14.0,40.0,54.0,23.0,12.0,6.0,6.0,13.0,-16.0,0.0,2024
22300704,2024-02-04,regular,1610612765,DET,DET,ORL,48.0,99.0,36.0,80.0,45.0,8.0,31.0,25.8,19.0,22.0,86.4,9.0,27.0,36.0,22.0,15.0,6.0,5.0,18.0,-12.0,0.0,2024
22300704,2024-02-04,regular,1610612753,ORL,DET,ORL,48.0,111.0,45.0,84.0,53.6,10.0,24.0,41.7,11.0,15.0,73.3,7.0,30.0,37.0,22.0,10.0,7.0,3.0,18.0,12.0,1.0,2024
22300705,2024-02-04,regular,1610612756,PHX,WAS,PHX,48.0,140.0,54.0,88.0,61.4,11.0,25.0,44.0,21.0,26.0,80.8,9.0,33.0,42.0,33.0,18.0,13.0,6.0,12.0,28.0,1.0,2024
22300705,2024-02-04,regular,1610612764,WAS,WAS,PHX,48.0,112.0,47.0,96.0,49.0,7.0,32.0,21.9,11.0,17.0,64.7,13.0,22.0,35.0,32.0,18.0,11.0,4.0,19.0,-28.0,0.0,2024
22300706,2024-02-04,regular,1610612738,BOS,BOS,MEM,48.0,131.0,48.0,99.0,48.5,19.0,51.0,37.3,16.0,18.0,88.9,17.0,40.0,57.0,30.0,11.0,12.0,4.0,13.0,40.0,1.0,2024
22300706,2024-02-04,regular,1610612763,MEM,BOS,MEM,48.0,91.0,35.0,92.0,38.0,11.0,38.0,28.9,10.0,12.0,83.3,16.0,30.0,46.0,19.0,20.0,5.0,3.0,15.0,-40.0,0.0,2024
22300707,2024-02-04,regular,1610612766,CHA,CHA,IND,48.0,99.0,35.0,88.0,39.8,8.0,29.0,27.6,21.0,25.0,84.0,11.0,32.0,43.0,18.0,11.0,6.0,5.0,16.0,-16.0,0.0,2024
22300707,2024-02-04,regular,1610612754,IND,CHA,IND,48.0,115.0,45.0,92.0,48.9,11.0,33.0,33.3,14.0,18.0,77.8,11.0,38.0,49.0,34.0,11.0,5.0,4.0,15.0,16.0,1.0,2024
22300708,2024-02-04,regular,1610612746,LAC,MIA,LAC,48.0,103.0,34.0,77.0,44.2,16.0,39.0,41.0,19.0,22.0,86.4,9.0,39.0,48.0,23.0,17.0,6.0,5.0,12.0,8.0,1.0,2024
22300708,2024-02-04,regular,1610612748,MIA,MIA,LAC,48.0,95.0,38.0,91.0,41.8,8.0,30.0,26.7,11.0,12.0,91.7,12.0,33.0,45.0,24.0,10.0,9.0,0.0,19.0,-8.0,0.0,2024
22300709,2024-02-04,regular,1610612745,HOU,MIN,HOU,48.0,90.0,31.0,88.0,35.2,10.0,30.0,33.3,18.0,27.0,66.7,10.0,31.0,41.0,20.0,11.0,10.0,7.0,26.0,-21.0,0.0,2024
22300709,2024-02-04,regular,1610612750,MIN,MIN,HOU,48.0,111.0,40.0,90.0,44.4,11.0,30.0,36.7,20.0,27.0,74.1,11.0,47.0,58.0,21.0,16.0,6.0,11.0,19.0,21.0,1.0,2024
22300710,2024-02-04,regular,1610612760,OKC,OKC,TOR,58.0,135.0,52.0,110.0,47.3,23.0,63.0,36.5,8.0,8.0,100.0,14.0,31.0,45.0,40.0,11.0,6.0,8.0,15.0,8.0,1.0,2024
22300710,2024-02-04,regular,1610612761,TOR,OKC,TOR,58.0,127.0,48.0,101.0,47.5,14.0,35.0,40.0,17.0,21.0,81.0,11.0,37.0,48.0,38.0,12.0,6.0,5.0,16.0,-8.0,0.0,2024
22300711,2024-02-04,regular,1610612749,MIL,UTA,MIL,48.0,108.0,39.0,84.0,46.4,15.0,41.0,36.6,15.0,25.0,60.0,7.0,25.0,32.0,27.0,12.0,8.0,3.0,21.0,-15.0,0.0,2024
22300711,2024-02-04,regular,1610612762,UTA,UTA,MIL,48.0,123.0,43.0,89.0,48.3,17.0,44.0,38.6,20.0,24.0,83.3,12.0,40.0,52.0,31.0,16.0,3.0,3.0,24.0,15.0,1.0,2024
22300712,2024-02-04,regular,1610612743,DEN,DEN,POR,48.0,112.0,42.0,86.0,48.8,12.0,28.0,42.9,16.0,19.0,84.2,14.0,28.0,42.0,26.0,9.0,8.0,6.0,11.0,9.0,1.0,2024
22300712,2024-02-04,regular,1610612757,POR,DEN,POR,48.0,103.0,39.0,85.0,45.9,11.0,31.0,35.5,14.0,15.0,93.3,15.0,27.0,42.0,29.0,13.0,6.0,3.0,16.0,-9.0,0.0,2024
22300713,2024-02-05,regular,1610612766,CHA,CHA,LAL,48.0,118.0,47.0,96.0,49.0,13.0,32.0,40.6,11.0,14.0,78.6,5.0,29.0,34.0,26.0,9.0,9.0,1.0,16.0,-6.0,0.0,2024
22300713,2024-02-05,regular,1610612747,LAL,CHA,LAL,48.0,124.0,50.0,89.0,56.2,8.0,34.0,23.5,16.0,19.0,84.2,7.0,41.0,48.0,36.0,17.0,5.0,6.0,12.0,6.0,1.0,2024
22300714,2024-02-05,regular,1610612739,CLE,CLE,SAC,48.0,136.0,51.0,88.0,58.0,23.0,41.0,56.1,11.0,17.0,64.7,5.0,40.0,45.0,36.0,9.0,10.0,5.0,15.0,26.0,1.0,2024
